index,player_id,season,position,unit,player,run_defense_snaps,pass_rush_snaps,coverage_snaps,total_snaps,run_block_snaps,receiving_snaps,pass_block_snaps,run_snaps,pass_snaps,run_defense,pass_rush,coverage,discipline,defense,run_block,receiving,pass_block,run,pass,offense,coverage_rank,offense_rank,defense_rank,run_defense_rank,pass_rush_rank,receiving_rank,pass_rank,run_block_rank,pass_block_rank,run_rank,season_1,position_1,pff_player_id,wick_score,capped_wick_score
54,175191,2023,CB,defense,Antione Jackson,1901.0,10.0,2086.0,4712,0.0,0.0,0.0,0.0,0.0,75.09411764705884,59.0,68.03529411764707,41.05294117647059,69.54117647058824,,,,,,,494.7857142857143,,449.4666666666666,167.28571428571428,,,,,,,2023,CB,175191,77.1,77.1
55,83459,2021,CB,defense,Beanie Bishop Jr.,2683.0,14.0,2811.0,7744,0.0,0.0,0.0,0.0,0.0,75.6842105263158,53.9,69.51578947368421,82.96842105263158,71.78947368421052,,,,,,,369.1333333333333,,277.6470588235294,143.5,,,,,,,2021,S,83459,62.5,60.1
56,128375,2022,CB,defense,Nohl Williams,5011.0,133.0,4826.0,11967,0.0,0.0,0.0,0.0,0.0,76.49,63.105,67.76,49.095,70.26,,,,,,,383.42105263157896,,269.5,138.25,4.0,,,,,,2022,CB,128375,63.7,63.7
57,122628,2022,CB,defense,Trey Amos,2957.0,31.0,3521.0,7693,0.0,0.0,0.0,0.0,0.0,57.14117647058824,62.24666666666667,74.56470588235294,59.4,71.44117647058823,,,,,,,185.6875,,267.75,700.4375,,,,,,,2022,CB,122628,64.9,64.9
58,101078,2022,CB,defense,Ja'Quan Sheppard,5111.0,174.0,5222.0,11283,0.0,0.0,0.0,0.0,0.0,54.252631578947366,63.7,55.14736842105263,84.67894736842106,55.73684210526316,,,,,,,746.3684210526316,,772.6315789473684,681.7368421052631,4.0,,,,,,2022,CB,101078,61.1,61.1
59,97676,2022,CB,defense,Josh Wallace,4997.0,27.0,4757.0,10641,0.0,0.0,0.0,0.0,0.0,65.60526315789474,57.12142857142857,67.60000000000001,15.96842105263158,66.2421052631579,,,,,,,355.94736842105266,,409.578947368421,410.89473684210526,,,,,,,2022,CB,97676,67.0,67.0
60,65081,2020,CB,defense,Allie Green IV,2214.0,0.0,2700.0,5244,0.0,0.0,0.0,0.0,0.0,72.79444444444444,,46.74444444444444,21.422222222222224,49.400000000000006,,,,,,,500.6923076923077,,505.6666666666667,109.5,,,,,,,2020,CB,65081,47.9,47.9
61,55750,2021,CB,defense,C.J. Coldon Jr.,5409.0,29.0,5247.0,11580,0.0,0.0,0.0,0.0,0.0,73.26315789473684,70.47777777777779,70.47368421052632,2.373684210526316,69.53684210526316,,,,,,,249.52631578947367,,283.2631578947368,213.21052631578948,,,,,,,2021,CB,55750,64.5,64.5
62,43185,2021,CB,defense,Justin Clark,2454.0,33.0,2475.0,5886,0.0,0.0,0.0,0.0,0.0,76.43157894736842,63.03888888888889,67.66842105263159,80.82105263157894,70.60526315789474,,,,,,,312.92857142857144,,225.88888888888889,123.84210526315788,,,,,,,2021,CB,43185,85.6,85.6
63,97143,2022,CB,defense,Bralyn Lux,3182.0,66.0,3592.0,7629,0.0,0.0,0.0,0.0,0.0,64.8578947368421,91.77333333333333,67.88421052631578,26.02105263157895,69.4421052631579,,,,,,,366.3684210526316,,304.4736842105263,444.8333333333333,,,,,,,2022,CB,97143,56.5,56.5
64,184348,2024,CB,defense,Jordan Scruggs,3513.0,42.0,5456.0,10163,0.0,0.0,0.0,0.0,0.0,76.515,56.42,78.935,34.07,77.83500000000001,,,,,,,76.95,,80.9,107.1,,,,,,,2024,NB,184348,64.4,64.4
65,75699,2021,CB,defense,Rashad Ajayi,4560.0,142.0,5070.0,11314,0.0,0.0,0.0,0.0,0.0,51.97894736842105,46.922222222222224,75.28947368421052,33.421052631578945,69.52631578947368,,,,,,,136.68421052631578,,290.10526315789474,684.9473684210526,,,,,,,2021,CB,75699,67.6,67.6
